sample_id,drug_name,category,form,manufacturer,batch_number,expiry_date,price,distribution_channel,manufacturing_country,active_ingredient_pct,impurity_level,dissolution_rate,ph_level,spectral_diff,barcode_valid,hologram_quality,print_quality,package_seal_quality,label_text_errors,weight_variation_pct,is_fake
MED002810,Uxfqyx 21,Antihistamine,Cream,Bristol-Myers Squibb,3289814,04/2027,172.79,Hospital Pharmacy,Germany,102.57546963712267,0.7094451205776713,94.23148918404158,7.319170422056725,4.310404128880344,True,6.7,10.0,10.0,0.0,0.655420509094505,False
MED002811,Benzcillin,Painkiller,Capsule,Boehringer Ingelheim,K8793200,03/2027,52.59,Official Pharmacy,Germany,101.58757898111651,0.1918260207533663,85.83928185201884,6.429028265129732,0.22765772033545195,True,8.2,8.7,9.0,0.0,1.0821129537700291,False
MED002812,Erystatin®,Antidiabetic,Gel,Abbott,353107504,10/2026,33.01,Direct from Distributor,Germany,83.7926888286749,6.264293207224656,67.62596617055418,7.348677995866686,0.0,False,6.4,2.9,3.9,6.0,-2.6290880246647106,True
MED002813,Cefvastatin,Antipsychotic,Ointment,GlaxoSmithKline,C910223,10/2026,89.25,Online Pharmacy (Verified),Japan,98.67173283265137,0.44059607117240973,85.09061695766358,7.566368597081799,2.588876787768918,True,9.8,8.8,10.0,0.0,0.8360142077080724,False
MED002814,Aeevvvt 55,Antiviral,Capsule,Boehringer Ingelheim,390165851,11/2028,86.43,Official Pharmacy,USA,101.53380889978797,0.5220108347546533,85.65572543354403,6.005840001109215,3.277255125675683,True,7.4,8.1,9.3,0.0,0.5466660009143707,False
MED002815,Zolvastatin,Antihistamine,Gel,Bayer,W314404,03/2027,53.37,Official Pharmacy,Germany,92.407718923489,0.7654810829230474,91.00108337257839,7.033918671946853,1.3347619928165098,True,8.5,8.2,8.3,0.0,-0.028356569258191855,False
MED002816,Fludipine,Antipsychotic,Syrup,Bayer,83850223,03/2028,30.53,Hospital Pharmacy,India,102.44529750855038,0.2234772389449427,87.62803746768373,6.456754350689573,0.060717332603196006,True,10.0,9.2,8.3,0.0,0.4889776327303313,False
MED002817,Iwtqpzvc,Antihistamine,Tablet,Amgen,723265090,01/2027,99.89,Hospital Pharmacy,China,93.4335962181245,0.542966338209613,87.79215116909742,6.8179889318685,0.0,True,9.7,8.0,8.7,0.0,0.660304296758178,False
MED002818,Erycillin,Cardiovascular,Capsule,AstraZeneca,M12850,05/2025,131.79,Hospital Pharmacy,USA,106.60237401773561,0.5761945189854039,86.80274333521962,6.18634848757662,1.5699715095212186,True,8.1,9.0,9.8,0.0,0.24930910286500435,False
MED002819,Erypril 9,Antibiotic,Gel,Abbott,0915558,06/2026,119.38,Hospital Pharmacy,USA,99.0889298456971,0.9259536168154052,93.68779633737877,7.010867469755719,3.080412361869941,True,7.7,9.0,9.2,0.0,0.8533210250482077,False
MED002820,Methdronate,Cardiovascular,Gel,AstraZeneca,988988298,04/2028,18.28,Official Pharmacy,China,116.15347335402515,1.850858029964461,62.11490777163801,4.498733259707455,8.783034376120803,False,1.1,1.3,10.0,3.0,0.39515015766078676,False
MED002821,Fbhvqz®,Hormone,Syrup,Novartis,233364,11/2027,73.2,Official Pharmacy,Germany,96.28940043840511,0.28148443651201155,87.8644668267838,6.555887209941886,2.7208885091287796,True,9.1,9.5,7.8,0.0,0.006664607847879478,False
MED002822,Azavastatin,Antihistamine,Gel,Novartis,F7583488,07/2028,121.08,Hospital Pharmacy,Switzerland,103.7893539461214,0.33912648656559563,88.3838794336267,6.9960103111392025,2.2401548107809393,True,8.2,9.8,8.6,0.0,-0.12451448996784198,False
MED002823,Rifoxacin,Hormone,Capsule,Boehringer Ingelheim,577749,03/2027,130.16,Official Pharmacy,Switzerland,101.97647947096621,0.7980058790373704,86.12895566642933,6.738372153925431,2.006340817944901,True,10.0,9.4,9.1,0.0,0.08873885251437713,False
MED002824,Azastatin,Antidiabetic,Capsule,Eli Lilly,R7708252,09/2028,107.45,Hospital Pharmacy,China,100.04967390868532,0.5933089075118643,92.16638679068814,7.04269042620391,2.086018369444594,True,9.1,10.0,9.1,0.0,0.17191537755787245,False
MED002825,Hydrotidine®,Cardiovascular,Capsule,Bristol-Myers Squibb,Y26056,01/2027,119.26,Official Pharmacy,USA,86.6406600120903,0.8407771580724921,98.80160167450718,6.123207891139106,0.20738647258256115,True,6.8,9.1,7.9,1.0,0.6999959222062598,False
MED002826,Flustatin,Antidiabetic,Injection,Pfizer,646069,09/2028,123.81,Official Pharmacy,China,104.96973154394591,0.5237563350871873,93.03955291315688,6.026925928695955,5.008440060777431,True,7.1,10.0,8.4,1.0,1.1672036465167368,False
MED002827,Sqpuuzsy,Antidiabetic,Gel,Takeda,B667499,11/2027,24.2,Official Pharmacy,Japan,102.75558816165824,3.1329934045646177,54.571366446155906,3.667023634222937,7.949715632855718,True,3.3,3.5,4.3,4.0,2.074376583138567,False
MED002828,Ddibwfw,Antihistamine,Injection,AstraZeneca,Z073436,11/2026,50.18,Official Pharmacy,China,100.47162371367985,0.5681173963287852,93.0585165926034,7.22079837567306,3.2640390312935343,True,7.4,7.1,8.9,0.0,0.961964611304758,False
MED002829,Byzdle,Antidiabetic,Cream,GlaxoSmithKline,9169517,03/2027,81.78,Official Pharmacy,India,97.25996046019891,0.1010495259159655,94.88834946617109,6.611014351796191,3.4395789106781494,True,7.7,9.3,8.2,1.0,0.15800582053291723,False
MED002830,Parasartan®,Cardiovascular,Injection,Pfizer,7537354,06/2026,142.17,Hospital Pharmacy,India,95.1687152042611,0.0,87.84166414816717,6.902331143520237,1.159619070369991,True,8.4,8.7,8.2,0.0,0.10754658911658505,False
MED002831,Oxyolol,Painkiller,Syrup,AstraZeneca,75063129,03/2027,116.97,Official Pharmacy,USA,106.33998102369577,0.3119776827142945,89.18630938700595,7.519264942845209,1.7738131285257825,True,9.0,9.3,8.8,0.0,0.14545394233170972,False
MED002832,Sulfformin 78®,Antibiotic,Capsule,AstraZeneca,89594877,03/2031,97.28,Direct from Distributor,Switzerland,101.87462426698919,0.4689321101582706,80.77304396073265,6.358023188910602,1.4613538633172638,True,7.3,9.3,9.7,1.0,0.24055238171139282,False
MED002833,Benzzole,Antidiabetic,Injection,Eli Lilly,799611458,05/2025,55.17,Hospital Pharmacy,Germany,108.2612211269427,0.4577180170404812,92.5425569483062,7.12748766833297,2.1457289825996684,True,7.1,9.7,9.1,0.0,0.949329230987682,False
MED002834,Gjrvgqlq®,Antipsychotic,Ointment,Roche,R6709394,02/2024,34.49,Hospital Pharmacy,USA,106.49758860766934,0.41171506625114096,89.99011030552042,7.682161831614536,3.6824149230918235,True,7.4,9.6,8.5,1.0,1.1323889947070886,False
MED002835,Amprazole,Antihistamine,Capsule,Roche,32661447,04/2026,149.57,Official Pharmacy,India,101.09981597642262,0.7487282031199399,86.85115154535585,7.805060612144989,2.7411734608870573,True,8.0,9.1,9.1,0.0,1.1252187230456117,False
MED002836,Zoloxacin,Antiviral,Tablet,Merck,V056078,07/2028,145.41,Direct from Distributor,India,102.26394479875124,0.5873016857604373,90.88175643600704,6.515950953699286,0.0,True,9.1,8.1,8.6,0.0,0.8033041872348649,False
MED002837,Dexdronate 15,Antidiabetic,Cream,AstraZeneca,923567,03/2024,89.91,Direct from Distributor,USA,92.6064889337213,0.5994873933603048,99.08077405175091,7.113815947518254,3.249903141141618,True,7.4,9.5,9.3,0.0,0.7003695644429759,False
MED002838,Methcillin 48,Antipsychotic,Injection,Boehringer Ingelheim,T1866456,04/2027,17.52,Official Pharmacy,China,103.54972491254559,0.4355303674150206,90.21364395864504,7.1864017395130775,0.0,True,9.0,8.0,8.4,0.0,1.0086980436585282,False
MED002839,Isooxacin®,Hormone,Ointment,AstraZeneca,V063137,04/2026,20.87,Online Pharmacy (Unverified),Germany,68.17300771765986,2.0278765993875045,60.86177963622036,4.982923212712217,12.837533545331295,False,5.0,3.7,8.2,1.0,0.24807263727818363,True
MED002840,Hydrovastatin 19®,Cardiovascular,Gel,Bristol-Myers Squibb,066344,07/2026,42.74,Official Pharmacy,Switzerland,100.84916300533786,0.0,90.98777419836847,6.570605356569036,2.083822254888353,True,7.9,8.3,8.5,0.0,0.49831549293450067,False
MED002841,Auvxudwz,Antidiabetic,Ointment,Boehringer Ingelheim,46683043,12/2028,48.67,Online Pharmacy (Verified),Unknown,99.9021346011377,0.7818230068555994,99.06259458070946,7.0969785555311775,1.5045240879500392,True,7.6,9.4,9.0,0.0,0.4600026794373875,False
MED002842,Valtidine,Antiviral,Capsule,Boehringer Ingelheim,350024,08/2028,73.96,Direct from Distributor,USA,97.79996012224632,0.4668440866995383,95.88016568109043,6.635978304010077,0.9446880085869886,True,8.1,9.1,9.5,1.0,0.5887188014008355,False
MED002843,Methcillin,Antipsychotic,Tablet,Sanofi,K0174281,02/2027,40.35,Street Vendor,USA,90.11311183183582,3.6973587037395763,94.89935348883202,5.016066222418938,15.931798335124775,True,4.5,7.0,7.4,5.0,7.764730219807688,True
MED002844,Oxyformin,Painkiller,Cream,Boehringer Ingelheim,H027348,02/2031,109.98,Official Pharmacy,Germany,103.60448022384791,0.16814425838215058,94.45661843962222,6.078679793514874,0.0,True,8.2,8.2,9.6,0.0,0.17606521360220756,False
MED002845,Sulfsartan,Cardiovascular,Cream,Bayer,F7990812,09/2026,29.84,Street Vendor,Mexico,89.11507205786842,4.152713701365155,100.0,5.07439282438171,0.0,False,5.7,7.9,6.9,1.0,16.045980436673045,False
MED002846,Ofytrv,Cardiovascular,Tablet,GlaxoSmithKline,21665932,08/2026,48.15,Official Pharmacy,USA,97.46646203038303,1.1102730606298743,99.24679613324624,6.951817325421104,1.7431915046853899,True,10.0,8.0,9.4,0.0,0.8241951794959775,False
MED002847,Ketozole®,Antihistamine,Injection,Amgen,L8976192,03/2028,74.5,Street Vendor,India,78.57089493832392,3.8912309263953384,30.230465117639696,7.943616992054236,9.539313286506587,False,2.0,2.2,6.7,7.0,-3.5613739585043307,True
MED002848,Mmxjjv,Cardiovascular,Injection,Amgen,27348912,11/2026,66.94,Online Pharmacy (Unverified),China,94.61819029954033,0.869053587197584,85.60346803542116,7.288497954298255,1.6650786638837798,False,8.9,9.1,10.0,1.0,0.04083346285025696,False
MED002849,Valstatin®,Antiviral,Capsule,Eli Lilly,078982484,09/2028,24.15,Street Vendor,Brazil,43.427484726015315,4.591779365117695,70.73536182400707,2.3665702659548797,10.011460368088088,False,6.8,3.7,6.2,0.0,7.2933361355911845,True
MED002850,Methtidine®,Antipsychotic,Syrup,Bristol-Myers Squibb,666502433,03/2026,37.16,Hospital Pharmacy,Japan,95.16027818946124,0.5210071550145376,100.0,6.800870203155876,0.5158566030673304,True,7.3,8.8,9.2,0.0,0.3812597845991996,False
MED002851,Ketopril,Cardiovascular,Capsule,Sanofi,G69293,01/2024,83.18,Street Vendor,Japan,96.6794753238139,0.2277460888158176,71.31693772909313,9.355380866732041,8.456569262913733,False,2.7,5.8,5.1,1.0,5.6051911203649,False
MED002852,Dexprazole,Painkiller,Capsule,Pfizer,S3363970,11/2027,86.36,Direct from Distributor,China,94.07894711958826,0.2760743012367023,95.01530939737978,7.966158140161163,1.963150492398735,True,10.0,8.6,9.3,1.0,1.3245558230088812,False
MED002853,Csecelng 76®,Antibiotic,Gel,Amgen,5276414,08/2028,61.68,Hospital Pharmacy,USA,104.81763259783271,0.0,96.25933216838322,6.498410001514352,1.2004526142934657,True,9.8,9.5,8.9,0.0,1.1441426936000754,False
MED002854,Nghgrfzsd,Antibiotic,Capsule,Bristol-Myers Squibb,L26274,06/2026,31.18,Hospital Pharmacy,Japan,97.88802583820164,0.5580622088444865,93.33287091555903,7.223418619877386,2.4225745961718452,True,7.4,9.0,8.5,0.0,0.6688078154338485,False
MED002855,Zfzlskttj,Antidiabetic,Gel,Novartis,L526803,05/2028,89.74,Hospital Pharmacy,India,99.56033377535888,0.1845378648001184,85.96420541820176,6.056585911690109,2.30147282403081,True,7.4,9.8,9.0,0.0,-0.18203118191146717,False
MED002856,Loraoxacin®,Antibiotic,Tablet,Sanofi,A150945,04/2027,114.18,Online Pharmacy (Verified),India,106.82364017816809,0.4809855527129293,80.8922578976999,6.699476889179292,2.293170712505738,True,7.9,9.5,9.0,0.0,0.32660831059553297,False
MED002857,Hydroolol®,Antiviral,Cream,Sanofi,N1060608,11/2027,86.32,Official Pharmacy,USA,95.18059902091443,0.5573509956060007,91.9869090174124,7.551070131313832,3.7660733890726013,True,7.2,7.8,8.9,0.0,0.9538557655480507,False
MED002858,Benzsartan 18,Antibiotic,Cream,Bayer,E607510,07/2027,117.39,Hospital Pharmacy,China,94.36936633660328,0.700715449267753,87.01591084704222,6.414873893703677,0.0,True,9.2,7.5,8.8,0.0,0.7810938594106613,False
MED002859,Ketopril,Antiviral,Syrup,Abbott,259706747,07/2028,92.3,Official Pharmacy,China,100.82338647227468,0.7420123348943153,86.4483220300565,5.945751132739147,1.2196803935134988,True,9.2,9.7,10.0,0.0,0.4116544191102886,False
MED002860,Valoxacin,Antiviral,Injection,AstraZeneca,130492,08/2028,80.53,Hospital Pharmacy,Switzerland,97.37730775253215,0.27719995513245355,87.94220799101988,6.189815794699703,0.7175821233100339,True,8.8,9.9,8.2,0.0,1.1259225958919878,False
MED002861,Lorazole®,Antidiabetic,Capsule,Sanofi,8572428,01/2028,48.44,Online Pharmacy (Verified),Japan,105.08767536563326,0.8553756679856899,77.3683080513035,7.409433067510195,2.022745090110547,True,8.2,9.5,8.6,1.0,0.4852344419809331,False
MED002862,Benzstatin,Antibiotic,Tablet,Novartis,6160671,10/2026,73.94,Online Pharmacy (Verified),Switzerland,99.24227278389661,0.5120886711552922,84.95832028195552,7.919485006118256,3.6202042845096085,True,8.8,8.3,8.5,0.0,0.4976116317563254,False
MED002863,Azmwumkd,Antidiabetic,Tablet,Sanofi,1293725,09/2027,42.84,Hospital Pharmacy,Unknown,96.26101837426629,0.2637637615317244,82.50043839368205,5.957243394435634,4.14558864879169,True,8.2,10.0,9.7,0.0,0.9553366675686286,False
MED002864,Lorapril,Cardiovascular,Capsule,Amgen,79130708,10/2028,26.54,Official Pharmacy,UK,96.63553815747231,0.7512485102933899,83.93871557906121,7.4011336548503905,0.9215708077119562,True,8.1,9.4,9.8,0.0,0.5851294074324384,False
MED002865,Ixcjqsj 59,Hormone,Tablet,Amgen,M271260,07/2031,21.63,Hospital Pharmacy,Germany,104.12373965061458,0.9986466507239594,85.93765250800283,6.707840420292776,2.2308162725831604,True,8.3,9.8,8.9,1.0,0.6076762872279216,False
MED002866,Flutidine 43®,Painkiller,Tablet,Abbott,8231907,04/2027,40.62,Official Pharmacy,India,98.45403695644332,0.6357050671336171,89.25576605818685,7.4173419206345885,3.7766854117396953,True,8.7,9.6,8.5,0.0,0.03918621523493565,False
MED002867,Valdronate,Antipsychotic,Gel,Roche,89444531,10/2032,23.26,Official Pharmacy,China,101.89288462744922,0.5315414289172138,92.5334563527861,6.7196445926593995,0.0,True,8.9,8.7,8.9,0.0,0.20217293554554883,False
MED002868,Sulfdipine®,Antibiotic,Capsule,Eli Lilly,4353935,07/2031,136.69,Online Pharmacy (Unverified),India,95.90952555267407,0.7721194857846156,99.17963088754607,7.51471572669999,0.0,True,7.4,9.0,10.0,0.0,0.49107246278678507,False
MED002869,Isosartan,Cardiovascular,Syrup,Merck,V86523,02/2026,72.84,Official Pharmacy,USA,94.97352106057559,0.05056280860965917,83.19247019814975,6.8721240988810335,2.6801386702198604,True,8.3,8.8,7.7,0.0,1.7904502373324682,False
MED002870,Hydroprazole,Antihistamine,Tablet,Abbott,08927376,04/2026,48.17,Official Pharmacy,Germany,95.56136035171282,0.07442295213211808,95.84091638669015,6.269815211246511,3.020448671079162,True,8.5,10.0,9.0,0.0,0.07441917227141198,False
MED002871,Ketotidine,Antipsychotic,Cream,AstraZeneca,Y242650,06/2026,38.26,Direct from Distributor,Switzerland,96.39863669910015,0.7404868192041477,88.10084079089567,6.5618259378267805,1.1107941127351073,True,8.4,9.3,8.8,0.0,0.04714542350537587,False
MED002872,Rxkhcnbp 50®,Antipsychotic,Ointment,AstraZeneca,310665,12/2027,129.96,Official Pharmacy,Germany,102.86109267134627,0.8197282264623198,79.30679912451994,6.6101880020484005,3.469751978138947,True,6.6,9.5,8.5,0.0,0.5300469040389452,False
MED002873,Azaprazole,Antipsychotic,Cream,Johnson & Johnson,J281259,05/2025,24.28,Official Pharmacy,Japan,92.7734555033427,0.23831513570536073,85.14045449315223,6.481639658260261,4.014118826540781,True,8.4,9.0,9.3,0.0,1.4470378375844457,False
MED002874,Parapril®,Cardiovascular,Gel,Pfizer,780539,01/2027,109.48,Hospital Pharmacy,Switzerland,94.27485219626061,0.17701840178943173,93.68198668000161,7.314918310279884,2.1034561654498902,True,8.1,8.0,8.9,0.0,1.1527458377861206,False
MED002875,Rifzole 82®,Antidiabetic,Gel,Bayer,W568380,05/2028,144.16,Hospital Pharmacy,USA,103.08006095093587,0.2766716925564511,90.62090971504416,6.62080690247288,2.3139544687654845,True,7.6,8.3,8.4,0.0,0.18638283657661003,False
MED002876,Eryzole,Antidiabetic,Ointment,Roche,Z1661755,06/2028,144.26,Official Pharmacy,India,102.20559743635549,0.7638287836149401,80.39828574733767,6.974654819458545,0.617494884597348,True,9.1,9.0,10.0,0.0,0.21831684808699287,False
MED002877,Ipcdxmsy®,Antipsychotic,Ointment,Eli Lilly,W7984050,04/2032,6.43,Online Pharmacy (Verified),Japan,45.572871392449244,4.29240865887086,75.26097161135405,8.523233650866516,12.001215624106798,True,4.2,4.8,9.3,2.0,2.798488178782361,True
MED002878,Erypril®,Antipsychotic,Cream,Amgen,2012215,07/2026,54.26,Online Pharmacy (Verified),USA,102.86669343118464,0.3550521909296007,91.73920944066136,7.118821972206729,3.3127163724456703,True,9.3,7.6,8.3,2.0,0.6460969689399034,False
MED002879,Rifstatin®,Painkiller,Capsule,Merck,Y4235336,05/2028,95.71,Hospital Pharmacy,Mexico,94.07090958354107,0.30471517864312003,84.52989375591409,7.5826859954988,2.4131808654746654,True,8.8,8.5,9.0,0.0,0.26988026246759433,False
MED002880,Eryolol®,Painkiller,Ointment,Amgen,M07083,10/2028,58.76,Direct from Distributor,India,99.8178422649665,0.260999364507811,87.13536568634427,6.293661123953168,4.339736835669387,True,7.3,9.2,9.1,0.0,1.3857950705445328,False
MED002881,Eryvastatin®,Antipsychotic,Cream,Novartis,M279192,03/2024,77.63,Unknown Source,USA,91.83196099399233,0.5882753510898883,88.48417388403209,6.70447804085189,0.3526306367069716,True,7.5,8.8,9.4,1.0,0.752650178271528,False
MED002882,Ketooxacin,Painkiller,Injection,GlaxoSmithKline,467727,10/2026,57.56,Hospital Pharmacy,China,92.8421456491095,0.150269274769335,90.40977801687421,6.954522708047526,2.3026319667655253,True,9.9,9.3,8.8,0.0,-0.05751785104678897,False
MED002883,Benztidine,Hormone,Tablet,Takeda,N314299,08/2026,44.9,Unknown Source,Japan,52.79220958620877,3.32230936143924,63.21929967169751,2.0,37.813661945704524,False,1.7,7.7,4.2,6.0,-1.0829671193133192,True
MED002884,Rifpril®,Antipsychotic,Gel,Johnson & Johnson,E494232,05/2028,149.25,Online Pharmacy (Verified),Germany,98.12572388906646,0.5076308991727047,93.261086080671,7.555266085025035,3.286771690089226,True,9.8,9.6,8.5,0.0,0.34362011954095273,False
MED002885,Rifdronate®,Painkiller,Syrup,Bristol-Myers Squibb,98959102,03/2027,106.48,Hospital Pharmacy,USA,101.31856330061272,0.0,91.53722174480463,6.712074882748995,3.819029044106527,True,9.1,8.1,9.8,0.0,0.7256471472864342,False
MED002886,Cefpril®,Antipsychotic,Ointment,Johnson & Johnson,431096880,12/2028,132.27,Direct from Distributor,India,105.15472623782264,0.34646520752522747,94.92514916730507,6.947470554689687,1.5337677549114415,True,7.6,9.1,8.5,0.0,0.7786585498754524,False
MED002887,Oxyprazole®,Antidiabetic,Cream,Takeda,019584,01/2027,37.0,Unknown Source,Nigeria,86.34968531114671,7.0257636452334635,83.54515104493241,6.536244307192542,13.841101658655154,False,4.3,2.2,6.6,3.0,-6.824099623536117,True
MED002888,Yqyvtlpe,Hormone,Capsule,Bristol-Myers Squibb,P6292382,07/2027,68.75,Unknown Source,USA,59.5213513786955,2.549240740438835,92.92272449341401,3.493107812496933,0.0,True,3.9,7.7,6.5,1.0,5.2343331766006305,False
MED002889,Mhubhgjyd,Antiviral,Gel,Takeda,515360270,11/2027,94.1,Online Pharmacy (Unverified),Japan,97.88934554404545,0.41427791099751354,92.18070046549663,6.90610977126252,1.4913943392869897,True,9.2,8.7,7.6,0.0,0.5564920469830067,False
MED002890,Benzvastatin,Antidiabetic,Ointment,Takeda,227094639,07/2028,109.56,Hospital Pharmacy,Germany,102.47119679777924,1.0973441631720733,91.07589793301655,6.860407037923325,2.48294265112013,True,9.8,8.3,8.9,0.0,0.35862808540284974,False
MED002891,Bbjwvlk,Antiviral,Syrup,Takeda,F15282,05/2027,127.3,Official Pharmacy,UK,95.39982832474955,0.0,88.0961816373513,7.991078600907317,3.4781076605277876,True,10.0,8.5,9.8,0.0,0.9288205484738598,False
MED002892,Pwfbbbhga,Antidiabetic,Gel,Pfizer,Z71274,12/2027,28.09,Online Pharmacy (Verified),China,106.95455902553229,0.7426022984365597,86.29138792778012,7.66427878793342,1.377631505816315,True,7.4,9.4,9.2,1.0,1.2249436088510062,False
MED002893,Kktonq,Antihistamine,Capsule,Takeda,5640703,08/2028,28.01,Online Pharmacy (Unverified),USA,103.75812338973407,0.5410207821199148,96.02252373563526,7.368525092263187,1.239053209724191,True,10.0,7.8,8.4,1.0,0.8956692579971396,False
MED002894,Hvvyxvany 7,Antidiabetic,Syrup,Takeda,F55060,07/2028,39.73,Official Pharmacy,Germany,96.34078969634726,0.8129799535146812,87.10719127829773,7.541677294327181,3.3934196969774186,True,6.6,8.3,9.3,1.0,0.5162079988954684,False
MED002895,Jvlbphn,Hormone,Syrup,Merck,G73755,01/2028,101.26,Official Pharmacy,USA,97.9011728296982,0.9659553845690407,98.77161382307145,7.097126344891351,1.8908977567335774,True,10.0,8.7,8.9,0.0,-0.04352885811753404,False
MED002896,Cefdronate,Hormone,Tablet,Eli Lilly,J499578,06/2028,43.11,Hospital Pharmacy,Germany,101.12261901428045,0.5153875855708075,94.84977731471874,6.576650267527515,0.0,True,8.0,9.4,9.0,0.0,0.4345958008224549,False
MED002897,Erymycin,Painkiller,Ointment,Merck,977603,02/2024,122.5,Online Pharmacy (Unverified),USA,97.37576132458403,0.24190371111368514,95.39861386349624,7.338990960979558,2.0300274677179098,True,9.2,8.6,8.3,0.0,-0.23438911116117833,False
MED002898,Sulfstatin,Antiviral,Ointment,Roche,U229063,11/2031,36.67,Online Pharmacy (Verified),India,94.6858906298065,1.1264515561696566,86.40756408745385,6.114377643763294,1.5985249412883187,True,7.4,8.4,9.3,0.0,0.6675954591333901,False
MED002899,Vfyblvi®,Cardiovascular,Ointment,AstraZeneca,T171549,11/2028,33.46,Hospital Pharmacy,USA,101.48570989986533,0.7552416490480152,94.8572299525978,7.67836514783607,3.690383073277315,False,9.6,8.7,9.2,0.0,0.7984533823558411,False
MED002900,Rifsartan 17®,Antihistamine,Syrup,Merck,R19477,06/2026,77.81,Street Vendor,India,100.109530664217,0.0,99.51018756767519,6.57272116517907,0.8520333246330243,True,7.6,10.0,8.4,1.0,0.9169184890762706,False
MED002901,Bwkmdov,Cardiovascular,Injection,AstraZeneca,N16974,02/2026,123.24,Hospital Pharmacy,USA,97.13853064613366,0.9824668876945766,95.71561753324762,6.352717043017821,2.6123455250613983,True,7.6,10.0,9.7,0.0,1.075944437732209,False
MED002902,Iumfksk,Antihistamine,Injection,Roche,S62151,02/2027,124.95,Online Pharmacy (Unverified),Germany,101.06411304982963,0.2300239826841235,100.0,6.581523419037629,2.2418734955441773,True,9.8,9.2,9.1,1.0,0.5796915212823089,False
MED002903,Dexcillin,Cardiovascular,Gel,Boehringer Ingelheim,H1753496,08/2031,37.9,Online Pharmacy (Verified),Switzerland,92.38340891785676,0.624408133645292,92.70349224063382,7.341090067059434,2.153385934447162,True,7.1,7.0,9.9,0.0,1.051641227010903,False
MED002904,Eryolol,Painkiller,Injection,Merck,V654207,10/2027,23.73,Direct from Distributor,Switzerland,101.88957950803686,1.0079520536543054,96.96611775675945,7.659121774967177,4.404599558512291,True,7.7,9.7,8.3,0.0,0.266741550812796,False
MED002905,Hydrocillin®,Cardiovascular,Gel,Roche,53441540,03/2026,18.35,Direct from Distributor,USA,100.96350607021056,0.35326550025040704,92.98688417171981,7.7315942828768085,4.699878753598468,True,9.9,8.1,9.7,1.0,0.49115321477370405,False
MED002906,Sbdkijb®,Antipsychotic,Capsule,Merck,L150162,06/2027,24.2,Unknown Source,Japan,65.05338960805122,6.605489303936801,86.33466951690974,6.254454805375056,21.448682019660644,False,2.1,3.6,7.4,6.0,3.7047044132292632,True
MED002907,Valdronate,Antidiabetic,Tablet,Amgen,W894476,12/2027,30.83,Hospital Pharmacy,China,95.51629155914338,0.4750852250892589,83.04952426457967,7.015686691117517,3.054037023526972,True,8.9,9.3,9.0,0.0,1.287884690879667,False
MED002908,Fluvastatin,Hormone,Capsule,Abbott,T61707,03/2028,148.45,Official Pharmacy,Japan,90.82534029173313,0.7058077212538345,96.01793428983147,6.133575675201619,1.7731353492039115,True,9.2,7.9,9.1,0.0,0.6729378093755717,False
MED002909,Hydropril,Painkiller,Ointment,Eli Lilly,C6673567,05/2025,76.74,Online Pharmacy (Unverified),USA,83.10672754535334,5.304768795066108,23.661633808505826,3.932600640420928,23.851989803551504,False,5.9,9.6,8.2,3.0,3.493533064199763,True
MED002910,Valformin®,Antipsychotic,Ointment,Merck,W012692,06/2025,66.8,Direct from Distributor,Switzerland,102.55747244216694,0.1899405804189349,86.42373314388004,7.1544076345307115,2.3882441044556373,True,8.0,8.1,10.0,1.0,0.8987887684435316,False
MED002911,Fluvastatin®,Cardiovascular,Cream,Abbott,787833468,02/2028,45.17,Official Pharmacy,Japan,96.11683444604029,1.085611270984808,83.0127386613516,7.1916152305387335,3.1190690605528553,True,7.2,8.9,9.1,0.0,1.1628284574138257,False
MED002912,Sulfzole,Painkiller,Ointment,Takeda,M888425,09/2027,139.43,Hospital Pharmacy,Germany,102.77016613125184,0.6275757863154204,88.34969643137109,7.878926948375266,2.3595647686197574,True,8.4,9.3,8.9,0.0,0.34878365154979907,False
MED002913,Mpashr,Antidiabetic,Injection,Merck,P6153679,09/2027,115.6,Direct from Distributor,Germany,104.38333620878363,1.53726108992738,92.1021739829041,7.452760325883769,2.610955377869,True,8.0,7.0,9.1,0.0,0.7136585480387464,False
MED002914,Eliqsq,Painkiller,Tablet,Roche,A81374,10/2028,138.88,Online Pharmacy (Verified),USA,109.70264510815375,0.80820117182521,87.2941011415892,6.294810159616506,0.0,True,8.0,8.2,9.6,1.0,1.327224002294747,False
MED002915,Vpuxbhl 12®,Cardiovascular,Injection,Bristol-Myers Squibb,9065162,04/2026,28.31,Online Pharmacy (Unverified),Mexico,90.75727806710836,0.8944992229076607,95.82295052949743,6.240931262254671,3.494316822749189,True,8.3,9.7,8.7,0.0,1.5732975156699824,False
MED002916,Dzodkfdi 59®,Painkiller,Tablet,Johnson & Johnson,R5209053,04/2028,33.61,Hospital Pharmacy,UK,103.5967289012869,0.31136969933561454,85.58922384939866,7.494469481393819,4.810401238076505,True,8.8,8.4,8.2,0.0,0.3941314294574617,False
MED002917,Hydrocillin®,Antihistamine,Capsule,Amgen,7260189,01/2027,102.19,Hospital Pharmacy,UK,95.7211602527092,0.6451872861723635,92.10159514186108,6.336337816922577,2.909029725095988,True,7.8,8.1,8.5,0.0,0.015621679615803574,False
